母牛個体識別番号,母牛オフィシャルID,種雄牛コード,個体識別番号,オフィシャルID,分娩日,子牛品種,出荷・廃用日,出荷・廃用種別,出荷・廃用理由,年月
1614250881,HOJPN001614250881,モリス　11H12327,1679358621,HOJPN001679358621,2023-08-08,ホル雄,2023-08-21,出荷,,2023-08-01
1412153469,HOJPN001412153469,モリス　♀　511H12327,1679358614,HOJPN001679358614,2023-08-08,ホル雌,,,,2023-08-01
1614250140,HOJPN001614250140,金幸隆　　　　PB1084,1679358638,,2023-08-10,F1,2023-08-28,出荷,,2023-08-01
1599448778,HOJPN001599448778,29H17576 　　ドリームウィーバー,1679358652,HOJPN001679358652,2023-08-11,ホル雄,2023-08-28,出荷,,2023-08-01
1412153339,HOJPN001412153339,アップショット　♀　511H11781,1679358645,HOJPN001679358645,2023-08-11,ホル雌,,,,2023-08-01
1614250263,HOJPN001614250263,金幸隆　　　　PB1084,1679358669,,2023-08-12,F1,2023-08-28,出荷,,2023-08-01
1614250263,HOJPN001614250263,金幸隆　　　　PB1084,1679358676,,2023-08-12,F1,2023-08-28,出荷,,2023-08-01
1614250263,HOJPN001614250263,金幸隆　　　　PB1084,1679358669,,2023-08-12,F1,2023-08-28,出荷,,2023-08-01
1614250263,HOJPN001614250263,金幸隆　　　　PB1084,1679358676,,2023-08-12,F1,2023-08-28,出荷,,2023-08-01
1632753050,HOJPN001632753050,金幸隆　　　　PB1084,1679358683,,2023-08-14,F1,2023-08-28,出荷,,2023-08-01
1599448464,HOJPN001599448464,29H17576 　　ドリームウィーバー,1679358706,HOJPN001679358706,2023-08-16,ホル雌,,,,2023-08-01
1614250966,HOJPN001614250966,ブラントリー　29H18647,1679358713,HOJPN001679358713,2023-08-16,ホル雄,2023-08-28,出荷,,2023-08-01
1632753074,HOJPN001632753074,,,,2023-08-16,その他,,,,2023-08-01
1412153476,HOJPN001412153476,アップショット　♀　511H11781,1679358737,HOJPN001679358737,2023-08-17,ホル雌,,,,2023-08-01
1412153186,HOJPN001412153186,モリス　♀　511H12327,1679358751,HOJPN001679358751,2023-08-18,ホル雌,,,,2023-08-01
1412153346,HOJPN001412153346,ブラントリー　♀　629H18647,1679358744,HOJPN001679358744,2023-08-18,ホル雌,,,,2023-08-01
1614250171,HOJPN001614250171,ブラントリー　29H18647,1679358768,HOJPN001679358768,2023-08-19,ホル雄,2023-09-04,出荷,,2023-08-01
1632152891,HOJPN001632152891,モリス　♀　511H12327,1679358775,HOJPN001679358775,2023-08-23,ホル雌,,,,2023-08-01
1556344891,HOJPN001556344891,29H17576 　　ドリームウィーバー,1679358782,HOJPN001679358782,2023-08-26,ホル雄,2023-09-25,出荷,,2023-08-01
1614250546,HOJPN001614250546,ブラントリー　29H18647,1679358805,HOJPN001679358805,2023-08-27,ホル雌,,,,2023-08-01
1632152846,HOJPN001632152846,ダナーP 　♀　629H18066,1679358799,HOJPN001679358799,2023-08-27,ホル雌,,,,2023-08-01
1412153407,HOJPN001412153407,アップショット　♀　511H11781,1679358812,HOJPN001679358812,2023-08-27,ホル雌,,,,2023-08-01
1586948397,HOJPN001586948397,アップショット　11H11781,1679358836,HOJPN001679358836,2023-09-01,ホル雌,,,,2023-09-01
1509143670,HOJPN001509143670,金幸隆　　　　PB1084,1679358843,,2023-09-03,F1,2023-09-25,出荷,,2023-09-01
1614250737,HOJPN001614250737,,,,2023-09-03,その他,,,,2023-09-01
1412153261,HOJPN001412153261,金幸隆　　　　PB1084,1679358867,,2023-09-06,F1,2023-10-10,出荷,,2023-09-01
1556344396,HOJPN001556344396,金幸隆　　　　PB1084,1679358874,,2023-09-08,F1,2023-10-16,出荷,,2023-09-01
1599448822,HOJPN001599448822,モリス　11H12327,1679358881,HOJPN001679358881,2023-09-10,ホル雄,2023-09-25,出荷,,2023-09-01
1601449472,HOJPN001601449472,ブラントリー　29H18647,1679358898,HOJPN001679358898,2023-09-10,ホル雌,,,,2023-09-01
1565645910,HOJPN001565645910,モリス　♀　511H12327,1679358911,HOJPN001679358911,2023-09-11,ホル雌,,,,2023-09-01
1614250621,HOJPN001614250621,629H17576　ドリームウィーバ　♀,1679358928,HOJPN001679358928,2023-09-11,ホル雌,,,,2023-09-01
1619151350,HOJPN001619151350,ブラントリー　29H18647,1679358935,HOJPN001679358935,2023-09-14,ホル雄,2023-10-10,出荷,,2023-09-01
1573646435,HOJPN001573646435,アップショット　11H11781,1679358942,HOJPN001679358942,2023-09-16,ホル雄,2023-10-02,出荷,,2023-09-01
1614250799,HOJPN001614250799,金幸隆　　　　PB1084,1679358966,,2023-09-19,F1,2023-10-10,出荷,,2023-09-01
1412153377,HOJPN001412153377,金幸隆　　　　PB1084,1679358959,,2023-09-19,F1,2023-10-10,出荷,,2023-09-01
1586948298,HOJPN001586948298,アップショット　♀　511H11781,1679358973,HOJPN001679358973,2023-09-20,ホル雄,2023-10-10,出荷,,2023-09-01
1508441814,HOJPN001508441814,金幸隆　　　　PB1084,1679358980,,2023-09-22,F1,2023-10-16,出荷,,2023-09-01
1599448662,HOJPN001599448662,29H16667　トップシー,1679359000,HOJPN001679359000,2023-09-23,ホル雌,,,,2023-09-01
1619151213,HOJPN001619151213,金幸隆　　　　PB1084,1679358997,,2023-09-23,F1,2023-10-16,出荷,,2023-09-01
1573646503,HOJPN001573646503,ブラントリー　♀　629H18647,1680159026,HOJPN001680159026,2023-09-24,ホル雄,2023-10-10,出荷,,2023-09-01
1586947475,HOJPN001586947475,金幸隆　　　　PB1084,1680159033,,2023-09-24,F1,2023-10-16,出荷,,2023-09-01
1412153421,HOJPN001412153421,ブラントリー　♀　629H18647,1680159019,HOJPN001680159019,2023-09-24,ホル雌,,,,2023-09-01
1601449717,HOJPN001601449717,美津金幸　　P1025,1680159040,,2023-09-25,F1,2023-10-10,出荷,,2023-09-01
1573646206,HOJPN001573646206,モリス　11H12327,1680159064,HOJPN001680159064,2023-09-27,ホル雌,,,,2023-09-01
1573646206,HOJPN001573646206,モリス　11H12327,1680159071,HOJPN001680159071,2023-09-27,ホル雌,,,,2023-09-01
1573646206,HOJPN001573646206,モリス　11H12327,1680159064,HOJPN001680159064,2023-09-27,ホル雌,,,,2023-09-01
1573646206,HOJPN001573646206,モリス　11H12327,1680159071,HOJPN001680159071,2023-09-27,ホル雌,,,,2023-09-01
1599448563,HOJPN001599448563,金幸隆　　　　PB1084,1680159088,,2023-10-01,F1,2023-10-23,出荷,,2023-10-01
1599448525,HOJPN001599448525,ブラントリー　29H18647,1680159095,HOJPN001680159095,2023-10-02,ホル雌,,,,2023-10-01
1614250911,HOJPN001614250911,ブラントリー　29H18647,1680159101,HOJPN001680159101,2023-10-03,ホル雄,2023-10-23,出荷,,2023-10-01
1412153841,HOJPN001412153841,ダナーP 　♀　629H18066,1680159118,HOJPN001680159118,2023-10-04,ホル雌,,,,2023-10-01
1586948342,HOJPN001586948342,ブラントリー　29H18647,1680159125,HOJPN001680159125,2023-10-11,ホル雄,2023-11-06,出荷,,2023-10-01
1601449557,HOJPN001601449557,511H11272 　　ギルクレスト♀,1680159132,HOJPN001680159132,2023-10-12,ホル雄,2023-11-13,出荷,,2023-10-01
1573646480,HOJPN001573646480,ブラントリー　29H18647,1680159149,HOJPN001680159149,2023-10-14,ホル雄,2023-11-06,出荷,,2023-10-01
1573646039,HOJPN001573646039,ブラントリー　29H18647,1680159156,HOJPN001680159156,2023-10-16,ホル雌,,,,2023-10-01
1573646039,HOJPN001573646039,ブラントリー　29H18647,1680159163,HOJPN001680159163,2023-10-16,ホル雌,,,,2023-10-01
1573646039,HOJPN001573646039,ブラントリー　29H18647,1680159156,HOJPN001680159156,2023-10-16,ホル雌,,,,2023-10-01
1573646039,HOJPN001573646039,ブラントリー　29H18647,1680159163,HOJPN001680159163,2023-10-16,ホル雌,,,,2023-10-01
1585746925,HOJPN001585746925,　ダナーP　　29H18066,1680159170,HOJPN001680159170,2023-10-16,ホル雌,,,,2023-10-01
1565645552,HOJPN001565645552,金幸隆　　　　PB1084,1680159194,,2023-10-17,F1,2023-10-30,出荷,,2023-10-01
1599448976,HOJPN001599448976,ブラントリー　29H18647,1680159224,HOJPN001680159224,2023-10-18,ホル雄,2023-11-06,出荷,,2023-10-01
1614250867,HOJPN001614250867,金幸隆　　　　PB1084,1680159217,,2023-10-18,F1,2023-10-30,出荷,,2023-10-01
1632753098,HOJPN001632753098,551HO04603 Bari,1680159200,HOJPN001680159200,2023-10-18,ホル雌,,,,2023-10-01
1632152693,HOJPN001632152693,鉄晴幸,1680159231,,2023-10-20,F1,2023-11-06,出荷,,2023-10-01
1586948168,HOJPN001586948168,モリス　11H12327,1680159248,HOJPN001680159248,2023-10-21,ホル雌,2023-11-20,出荷,,2023-10-01
1586948168,HOJPN001586948168,モリス　11H12327,1680159255,HOJPN001680159255,2023-10-21,ホル雄,2023-11-13,出荷,,2023-10-01
1586948168,HOJPN001586948168,モリス　11H12327,1680159248,HOJPN001680159248,2023-10-21,ホル雌,2023-11-20,出荷,,2023-10-01
1586948168,HOJPN001586948168,モリス　11H12327,1680159255,HOJPN001680159255,2023-10-21,ホル雄,2023-11-13,出荷,,2023-10-01
1412153605,HOJPN001412153605,エアー,1680159262,HOJPN001680159262,2023-10-23,ホル雌,,,,2023-10-01
1412153728,HOJPN001412153728,北福姫　HB-339,1680159279,,2023-10-23,F1,2023-11-06,出荷,,2023-10-01
1599448785,HOJPN001599448785,ブラントリー　29H18647,1680159316,HOJPN001680159316,2023-10-28,ホル雄,2023-11-13,出荷,,2023-10-01
1412153278,HOJPN001412153278,北福姫　HB-339,1680159323,,2023-10-28,F1,2023-11-20,出荷,,2023-10-01
1412153391,HOJPN001412153391,,,,2023-10-29,その他,,,,2023-10-01
1624851665,HOJPN001624851665,,,,2023-10-30,その他,,,,2023-10-01
1412153575,HOJPN001412153575,北福姫　HB-339,1680159354,,2023-10-31,F1,2023-12-04,出荷,,2023-10-01
1556345317,HOJPN001556345317,源茂勝,1680159361,,2023-11-07,F1,2023-11-27,出荷,,2023-11-01
1601449069,HOJPN001601449069,源茂勝,1680159378,,2023-11-07,F1,2023-11-20,出荷,,2023-11-01
1601449113,HOJPN001601449113,源茂勝,1680159385,,2023-11-08,F1,2023-11-20,出荷,,2023-11-01
1632753029,HOJPN001632753029,北福姫　HB-339,1680159392,,2023-11-09,F1,2023-11-20,出荷,,2023-11-01
1412153742,HOJPN001412153742,551HO04257 Dominguez,1680159408,HOJPN001680159408,2023-11-12,ホル雌,,,,2023-11-01
1601449205,HOJPN001601449205,551HO04257 Dominguez,1680159415,HOJPN001680159415,2023-11-14,ホル雌,,,,2023-11-01
1624851504,HOJPN001624851504,北福姫　HB-339,1680159422,,2023-11-16,F1,2023-12-04,出荷,,2023-11-01
1599448877,HOJPN001599448877,源茂勝,1680159439,,2023-11-17,F1,2023-12-11,出荷,,2023-11-01
1614250928,HOJPN001614250928,北福姫　HB-339,1680159446,,2023-11-25,F1,2023-12-18,出荷,,2023-11-01
1412153780,HOJPN001412153780,,,,2023-11-28,その他,,,,2023-11-01
1412153971,HOJPN001412153971,551HO03849 Heir,1680159477,HOJPN001680159477,2023-12-01,ホル雄,2023-12-18,出荷,,2023-12-01
1624851566,HOJPN001624851566,北福姫　HB-339,1680159484,,2023-12-02,F1,2023-12-25,出荷,,2023-12-01
1412153308,HOJPN001412153308,北福姫　HB-339,1680159491,,2023-12-03,F1,2023-12-18,出荷,,2023-12-01
1556344570,HOJPN001556344570,源茂勝,1680159507,,2023-12-07,F1,2023-12-25,出荷,,2023-12-01
1556344570,HOJPN001556344570,源茂勝,1680159514,,2023-12-07,F1,2023-12-25,出荷,,2023-12-01
1556344570,HOJPN001556344570,源茂勝,1680159507,,2023-12-07,F1,2023-12-25,出荷,,2023-12-01
1556344570,HOJPN001556344570,源茂勝,1680159514,,2023-12-07,F1,2023-12-25,出荷,,2023-12-01
1556345294,HOJPN001556345294,源茂勝,1680159521,,2023-12-11,F1,2023-12-25,出荷,,2023-12-01
1412153544,HOJPN001412153544,551HO03849 Heir,1680159538,HOJPN001680159538,2023-12-12,ホル雌,,,,2023-12-01
1412154305,HOJPN001412154305,,,,2023-12-13,その他,,,,2023-12-01
1412153599,HOJPN001412153599,551HO03849 Heir,1680159552,HOJPN001680159552,2023-12-15,ホル雌,,,,2023-12-01
1624851733,HOJPN001624851733,551HO04257 Dominguez,1680159569,HOJPN001680159569,2023-12-16,ホル雌,,,,2023-12-01
1601449601,HOJPN001601449601,529HO18066 Danner-P,1680159576,HOJPN001680159576,2023-12-18,ホル雌,,,,2023-12-01
1412153643,HOJPN001412153643,福之鶴　　PB-1125,1680159590,,2023-12-21,和牛,2024-03-11,出荷,,2023-12-01
1412153872,HOJPN001412153872,551HO04603 Bari,1680159583,HOJPN001680159583,2023-12-21,ホル雌,,,,2023-12-01
1601449649,HOJPN001601449649,北福姫　HB-339,1680159606,,2023-12-22,F1,2024-01-09,出荷,,2023-12-01
1601449038,HOJPN001601449038,　ダナーP　　29H18066,1680159637,HOJPN001680159637,2023-12-24,ホル雌,,,,2023-12-01
1619151138,HOJPN001619151138,北福姫　HB-339,1680159613,,2023-12-24,F1,2024-01-15,出荷,,2023-12-01
1412154046,HOJPN001412154046,551HO04257 Dominguez,1680159620,HOJPN001680159620,2023-12-24,ホル雌,,,,2023-12-01
1412154237,HOJPN001412154237,551HO04257 Dominguez,1680159651,HOJPN001680159651,2023-12-26,ホル雌,,,,2023-12-01
1412154251,HOJPN001412154251,551HO04257 Dominguez,1680159644,HOJPN001680159644,2023-12-26,ホル雌,,,,2023-12-01
1599448549,HOJPN001599448549,耶摩斗,1680159675,,2023-12-27,F1,2024-01-15,出荷,,2023-12-01
1599448570,HOJPN001599448570,　ダナーP　　29H18066,1680159668,HOJPN001680159668,2023-12-27,ホル雄,2024-01-09,出荷,,2023-12-01
1556344778,HOJPN001556344778,ダナーP 　♀　629H18066,1680159682,HOJPN001680159682,2023-12-28,ホル雌,,,,2023-12-01
1599448495,HOJPN001599448495,源茂勝,1680159699,,2023-12-29,F1,2024-01-15,出荷,,2023-12-01
1614250584,HOJPN001614250584,源茂勝,1680159712,,2023-12-30,F1,2024-01-15,出荷,,2023-12-01
1619151398,HOJPN001619151398,耶摩斗,1680159736,,2023-12-30,F1,2024-01-22,出荷,,2023-12-01
1412154176,HOJPN001412154176,551HO04257 Dominguez,1680159705,HOJPN001680159705,2023-12-30,ホル雌,,,,2023-12-01
1412154312,HOJPN001412154312,551HO04603 Bari,1680159743,HOJPN001680159743,2024-01-01,ホル雄,2024-01-22,出荷,,2024-01-01
1565645934,HOJPN001565645934,耶摩斗,1680159750,,2024-01-03,F1,2024-01-22,出荷,,2024-01-01
1619151336,HOJPN001619151336,耶摩斗,1680159767,,2024-01-04,F1,2024-01-22,出荷,,2024-01-01
1412153858,HOJPN001412153858,北福姫　HB-339,1680159774,,2024-01-06,F1,2024-01-29,出荷,,2024-01-01
1412153926,HOJPN001412153926,北福姫　HB-339,1680159781,,2024-01-07,F1,2024-01-29,出荷,,2024-01-01
1412153506,HOJPN001412153506,北福姫　HB-339,1680159798,,2024-01-08,F1,2024-01-29,出荷,,2024-01-01
1412154114,HOJPN001412154114,551HO03849 Heir,1680159804,HOJPN001680159804,2024-01-09,ホル雄,2024-01-29,出荷,,2024-01-01
1573646367,HOJPN001573646367,モリス　11H12327,1680159811,HOJPN001680159811,2024-01-10,ホル雌,,,,2024-01-01
1412154459,HOJPN001412154459,551HO04603 Bari,1680159828,HOJPN001680159828,2024-01-13,ホル雄,2024-01-29,出荷,,2024-01-01
1412154053,HOJPN001412154053,551HO04257 Dominguez,1680159835,HOJPN001680159835,2024-01-15,ホル雌,,,,2024-01-01
1412154169,HOJPN001412154169,北福姫　HB-339,1680159842,,2024-01-18,F1,2024-01-29,出荷,,2024-01-01
1632152150,HOJPN001632152150,551HO04257 Dominguez,1680159859,HOJPN001680159859,2024-01-23,ホル雌,,,,2024-01-01
1601449922,HOJPN001601449922,モリス　11H12327,1680159866,HOJPN001680159866,2024-01-28,ホル雄,2024-02-19,出荷,,2024-01-01
1586947765,HOJPN001586947765,629H16667　トップシー♀,1680159873,HOJPN001680159873,2024-01-29,ホル雄,2024-02-19,出荷,,2024-01-01
1412154336,HOJPN001412154336,551HO04257 Dominguez,1680159880,HOJPN001680159880,2024-01-29,ホル雌,,,,2024-01-01
1601449090,HOJPN001601449090,551HO04603 Bari,1680159897,HOJPN001680159897,2024-01-31,ホル雌,,,,2024-01-01
1509142291,HOJPN001509142291,29H16667　トップシー,1680159903,HOJPN001680159903,2024-02-03,ホル雌,2025-05-29,出荷,,2024-02-01
1412153889,HOJPN001412153889,北福姫　HB-339,1680159910,,2024-02-08,F1,2024-03-04,出荷,,2024-02-01
1412154398,HOJPN001412154398,551HO03849 Heir,1680159927,HOJPN001680159927,2024-02-11,ホル雌,,,,2024-02-01
1573646497,HOJPN001573646497,北美咲　HB-344　,1680159934,,2024-02-12,F1,2024-02-26,出荷,,2024-02-01
1502143981,HOJPN001502143981,　ダナーP　　29H18066,1680159958,HOJPN001680159958,2024-02-13,ホル雄,2024-03-18,出荷,,2024-02-01
1502143981,HOJPN001502143981,　ダナーP　　29H18066,1680159958,HOJPN001680159958,2024-02-13,ホル雄,2024-03-18,出荷,,2024-02-01
1586947666,HOJPN001586947666,北美咲　HB-344　,1680159965,,2024-02-15,F1,2024-02-26,出荷,,2024-02-01
1632152174,HOJPN001632152174,北福姫　HB-339,1680159972,,2024-02-16,F1,2024-03-04,出荷,,2024-02-01
1412154602,HOJPN001412154602,734HO00146 Jarvis,1680159989,HOJPN001680159989,2024-02-17,ホル雌,,,,2024-02-01
1624851528,HOJPN001624851528,734HO00146 Jarvis,1680159996,HOJPN001680159996,2024-02-22,ホル雌,,,,2024-02-01
1556345478,HOJPN001556345478,29H16667　トップシー,1680160008,HOJPN001680160008,2024-02-25,ホル雄,2024-03-18,出荷,,2024-02-01
1412154152,HOJPN001412154152,,,,2024-02-25,その他,,,,2024-02-01
1585746963,HOJPN001585746963,北美咲　HB-344　,1688560022,,2024-02-26,F1,2024-03-18,出荷,,2024-02-01
1624851887,HOJPN001624851887,耶摩斗,1688560039,,2024-02-26,F1,2024-03-18,出荷,,2024-02-01
1412154503,HOJPN001412154503,,,,2024-02-28,その他,,,,2024-02-01
1601449878,HOJPN001601449878,北美咲　HB-344　,1688560053,,2024-02-29,F1,2024-03-25,出荷,,2024-02-01
1614250201,HOJPN001614250201,モリス　11H12327,1688560084,HOJPN001688560084,2024-03-10,ホル雌,,,,2024-03-01
1624851832,HOJPN001624851832,　ダナーP　　29H18066,1688560077,HOJPN001688560077,2024-03-10,ホル雌,,,,2024-03-01
1619151442,HOJPN001619151442,北福姫　HB-339,1688560107,,2024-03-16,F1,2024-04-08,出荷,,2024-03-01
1412154596,HOJPN001412154596,551HO04603 Bari,1688560091,HOJPN001688560091,2024-03-16,ホル雌,,,,2024-03-01
1661054722,HOJPN001661054722,551HO04603 Bari,1688560114,HOJPN001688560114,2024-03-17,ホル雄,2024-04-08,出荷,,2024-03-01
1586948137,HOJPN001586948137,511H11228♀　スカイクレスト,1688560121,HOJPN001688560121,2024-03-18,ホル雌,,,,2024-03-01
1661054791,HOJPN001661054791,551HO03849 Heir,1688560138,HOJPN001688560138,2024-03-20,ホル雌,,,,2024-03-01
1661054760,HOJPN001661054760,福之姫,1688560145,,2024-03-23,和牛,2024-11-20,出荷,,2024-03-01
1586947123,HOJPN001586947123,511H11228♀　スカイクレスト,1688560152,HOJPN001688560152,2024-03-28,ホル雌,,,,2024-03-01
1412154374,HOJPN001412154374,,,,2024-03-29,その他,,,,2024-03-01
1661054890,HOJPN001661054890,551HO04603 Bari,1688560169,HOJPN001688560169,2024-03-29,ホル雌,,,,2024-03-01
1632152358,HOJPN001632152358,29H16667　トップシー,1688560190,HOJPN001688560190,2024-04-01,ホル雄,2024-04-22,出荷,疾病,2024-04-01
1661054975,HOJPN001661054975,551HO04603 Bari,1688560206,HOJPN001688560206,2024-04-05,ホル雌,,,,2024-04-01
1601449755,HOJPN001601449755,29H16667　トップシー,1688560220,HOJPN001688560220,2024-04-08,ホル雌,,,,2024-04-01
1614250430,HOJPN001614250430,734HO00146 Jarvis,1688560237,HOJPN001688560237,2024-04-10,ホル雌,,,,2024-04-01
1632152044,HOJPN001632152044,北美咲　HB-344　,1688560244,,2024-04-11,F1,2024-05-07,出荷,,2024-04-01
1614250034,HOJPN001614250034,551HO03849 Heir,1688560251,HOJPN001688560251,2024-04-13,ホル雌,,,,2024-04-01
1632152761,HOJPN001632152761,,,,2024-04-16,その他,,,,2024-04-01
1412154589,HOJPN001412154589,734HO00146 Jarvis,1688560268,HOJPN001688560268,2024-04-16,ホル雌,,,,2024-04-01
1601449670,HOJPN001601449670,551HO04257 Dominguez,1688560282,HOJPN001688560282,2024-04-17,ホル雌,,,,2024-04-01
1586947208,HOJPN001586947208,,,,2024-04-19,その他,,,,2024-04-01
1661054944,HOJPN001661054944,,,,2024-04-19,その他,,,,2024-04-01
1632152600,HOJPN001632152600,北福姫　HB-339,1688560329,,2024-04-20,F1,2024-05-13,出荷,,2024-04-01
1661055101,HOJPN001661055101,734HO00146 Jarvis,1688560336,HOJPN001688560336,2024-04-23,ホル雌,,,,2024-04-01
1632152457,HOJPN001632152457,耶摩斗,1688560350,,2024-04-25,F1,2024-05-13,出荷,,2024-04-01
1661055019,HOJPN001661055019,,,,2024-04-29,その他,,,,2024-04-01
1412154404,HOJPN001412154404,,,,2024-05-02,その他,,,,2024-05-01
1614250416,HOJPN001614250416,北美咲　HB-344　,1688560398,,2024-05-05,F1,2024-05-20,出荷,,2024-05-01
1661055095,HOJPN001661055095,734HO00146 Jarvis,1688560404,HOJPN001688560404,2024-05-10,ホル雌,,,,2024-05-01
1632152822,HOJPN001632152822,551HO04603 Bari,1688560411,HOJPN001688560411,2024-05-13,ホル雌,,,,2024-05-01
1661054883,HOJPN001661054883,北福姫　HB-339,1688560428,,2024-05-13,F1,2024-06-03,出荷,,2024-05-01
1661054685,HOJPN001661054685,,,,2024-05-14,その他,,,,2024-05-01
1632152075,HOJPN001632152075,北美咲　HB-344　,1688560442,,2024-05-15,F1,2024-06-10,出荷,,2024-05-01
1601449694,HOJPN001601449694,北福姫　HB-339,1688560459,,2024-05-16,F1,2024-06-03,出荷,,2024-05-01
1614250904,HOJPN001614250904,北美咲　HB-344　,1688560466,,2024-05-17,F1,2024-06-03,出荷,,2024-05-01
1632152778,HOJPN001632152778,北福姫　HB-339,1688560473,,2024-05-17,F1,2024-06-03,出荷,,2024-05-01
1412153865,HOJPN001412153865,551HO04119 Captain,1688560480,HOJPN001688560480,2024-05-18,ホル雌,,,,2024-05-01
1632152563,HOJPN001632152563,北美咲　HB-344　,1688560497,,2024-05-20,F1,2024-06-03,出荷,,2024-05-01
1661055187,HOJPN001661055187,551HO04603 Bari,1688560503,HOJPN001688560503,2024-05-21,ホル雄,2024-06-10,出荷,,2024-05-01
1586948052,HOJPN001586948052,北美咲　HB-344　,1688560510,,2024-05-27,F1,2024-06-17,出荷,,2024-05-01
1661055248,HOJPN001661055248,734HO00146 JARVIS,1688560527,HOJPN001688560527,2024-05-28,ホル雌,,,,2024-05-01
1661054913,HOJPN001661054913,北福姫　HB-339,1688560541,,2024-06-01,F1,2024-07-01,出荷,,2024-06-01
1632152907,HOJPN001632152907,北福姫　HB-339,1688560565,,2024-06-05,F1,2024-07-01,出荷,,2024-06-01
1586948113,HOJPN001586948113,源茂勝,1688560572,,2024-06-09,F1,2024-07-01,出荷,,2024-06-01
1586948113,HOJPN001586948113,源茂勝,1688560589,,2024-06-09,F1,2024-07-01,出荷,,2024-06-01
1586948113,HOJPN001586948113,源茂勝,1688560572,,2024-06-09,F1,2024-07-01,出荷,,2024-06-01
1586948113,HOJPN001586948113,源茂勝,1688560589,,2024-06-09,F1,2024-07-01,出荷,,2024-06-01
1632152976,HOJPN001632152976,734HO00146 JARVIS,1688560596,HOJPN001688560596,2024-06-09,ホル雌,,,,2024-06-01
1632152709,HOJPN001632152709,北美咲　HB-344　,1688560602,,2024-06-11,F1,2024-07-01,出荷,,2024-06-01
1632152259,HOJPN001632152259,北福姫　HB-339,1688560619,,2024-06-13,F1,2024-07-08,出荷,,2024-06-01
1586947451,HOJPN001586947451,北美咲　HB-344　,1688560640,,2024-06-16,F1,2024-07-16,出荷,,2024-06-01
1624851993,HOJPN001624851993,北福姫　HB-339,1688560657,,2024-06-19,F1,2024-07-08,出荷,,2024-06-01
1614250447,HOJPN001614250447,北福姫　HB-339,1688560664,,2024-06-23,F1,2024-07-22,出荷,,2024-06-01
1661055378,HOJPN001661055378,734HO00146 JARVIS,1688560688,HOJPN001688560688,2024-06-25,ホル雌,,,,2024-06-01
1661055392,HOJPN001661055392,551HO03849 HEIR,1688560671,HOJPN001688560671,2024-06-25,ホル雌,,,,2024-06-01
1661055194,HOJPN001661055194,551HO04603 BARI,1688560695,HOJPN001688560695,2024-06-29,ホル雌,,,,2024-06-01
1586947734,HOJPN001586947734,北美咲　HB-344　,1688560718,,2024-06-30,F1,2024-07-22,出荷,,2024-06-01
1586947994,HOJPN001586947994,北美咲　HB-344　,1688560725,,2024-07-01,F1,2024-07-16,出荷,,2024-07-01
1599448532,HOJPN001599448532,北美咲　HB-344　,1688560749,,2024-07-01,F1,2024-07-16,出荷,,2024-07-01
1632152341,HOJPN001632152341,北福姫　HB-339,1688560732,,2024-07-01,F1,2024-07-22,出荷,,2024-07-01
1586947567,HOJPN001586947567,北美咲　HB-344　,1688560770,,2024-07-02,F1,2024-07-22,出荷,,2024-07-01
1599448693,HOJPN001599448693,北美咲　HB-344　,1688560756,,2024-07-02,F1,2024-07-16,出荷,,2024-07-01
1614250393,HOJPN001614250393,琥百合　　HB-373,1688560787,,2024-07-02,F1,2024-07-16,出荷,,2024-07-01
1624851559,HOJPN001624851559,北美咲　HB-344　,1688560763,,2024-07-02,F1,2024-07-16,出荷,,2024-07-01
1632152754,HOJPN001632152754,北美咲　HB-344　,1688560794,,2024-07-03,F1,2024-07-22,出荷,,2024-07-01
1661055255,HOJPN001661055255,,,,2024-07-03,その他,,,,2024-07-01
1661055453,HOJPN001661055453,734HO00146 JARVIS,1688560817,HOJPN001688560817,2024-07-03,ホル雌,,,,2024-07-01
1624851818,HOJPN001624851818,北福姫　HB-339,1688560824,,2024-07-07,F1,2024-07-29,出荷,,2024-07-01
1508441395,HOJPN001508441395,琥百合　　HB-373,1688560848,,2024-07-08,F1,2024-07-29,出荷,,2024-07-01
1632152969,HOJPN001632152969,姫之桜,1688560879,,2024-07-08,F1,2024-08-05,出荷,,2024-07-01
1412154381,HOJPN001412154381,551HO04257 DOMINGUEZ,1688560831,HOJPN001688560831,2024-07-08,ホル雌,,,,2024-07-01
1661054920,HOJPN001661054920,,,,2024-07-08,その他,,,,2024-07-01
1661055569,HOJPN001661055569,,,,2024-07-08,その他,,,,2024-07-01
1661055538,HOJPN001661055538,551HO03849 HEIR,1688560886,HOJPN001688560886,2024-07-09,ホル雌,,,,2024-07-01
1661054999,HOJPN001661054999,姫之桜,1688560893,,2024-07-10,F1,2024-07-29,出荷,,2024-07-01
1632152815,HOJPN001632152815,鉄晴幸　HB-312,1688560909,,2024-07-12,F1,2024-07-29,出荷,,2024-07-01
1632152815,HOJPN001632152815,鉄晴幸　HB-312,1688560909,,2024-07-12,F1,2024-07-29,出荷,,2024-07-01
1661055507,HOJPN001661055507,,,,2024-07-14,その他,,,,2024-07-01
1614250454,HOJPN001614250454,琥百合　　HB-373,1688560930,,2024-07-15,F1,2024-08-05,出荷,,2024-07-01
1661055484,HOJPN001661055484,,,,2024-07-16,その他,,,,2024-07-01
